year_month,geography,date,type,avg_price,price_total_volume,four_zero_four_six_units,four_two_two_five_units,four_seven_seven_zero_units,total_bags,s_bags,l_bags,xl_bags,status,prod_total_volume,california,prod,chile,mexico,peru,columbia
2019-06-01,South Central,6/23/2019,organic,1.64,102264.15,20851.12,3785.72,3243.69,74383.62,66303.03,8080.59,0,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,South Central,6/30/2019,conventional ,1.08,6756774.92,2323983.94,1463098.83,130376.01,2839316.14,1386435.95,1370458.41,82421.78,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,South Central,6/30/2019,organic,1.61,117760.31,17622.58,3050.04,4136.16,92951.53,85675.54,7275.99,0,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,South Central,6/9/2019,conventional ,1.02,7063638.44,2567489.66,1225718.25,138828.6,3131601.93,1569424.27,1486551.89,75625.77,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,South Central,6/9/2019,organic,1.38,151362.57,23707.14,4215.96,4159.49,119279.98,110008.05,9271.93,0,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,Southeast,6/16/2019,conventional ,1.27,4913253.97,2043509.16,217405.97,20705.03,2631633.81,1299269.91,1282511.69,49852.21,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,Southeast,6/16/2019,organic,1.64,61188.07,1805.48,11399.44,20.22,47962.93,40070.71,7892.22,0,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,Southeast,6/2/2019,conventional ,1.21,5187059.17,2133707.08,212304.34,28163.02,2812884.73,1426740.83,1332135.94,54007.96,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,Southeast,6/2/2019,organic,1.31,99229.59,1941.29,12744,14.33,84529.97,69906.97,14623,0,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,Southeast,6/23/2019,conventional ,1.38,4691185.75,2013653.05,201900.7,19815.46,2455816.54,1244971.44,1149612.01,61233.09,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,Southeast,6/23/2019,organic,1.8,62287.34,1721,11648.86,30.37,48887.11,41393.35,7493.76,0,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,Southeast,6/30/2019,conventional ,1.39,4638022.45,1884012.61,224278.88,28629.56,2501101.4,1208956.61,1196593.55,95551.24,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,Southeast,6/30/2019,organic,1.54,145811.56,1884.13,13510.69,18.85,130397.89,113515.06,16882.83,0,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,Southeast,6/9/2019,conventional ,1.22,5256358.64,2230178.9,238759.26,20750.69,2766669.79,1408179.71,1297860.71,60629.37,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,Southeast,6/9/2019,organic,1.39,83237.21,1468.89,12965.85,10.08,68792.39,52587.25,16205.14,0,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,Spokane,6/16/2019,conventional ,1.63,91479.85,21763.4,26939.89,50,42726.56,25090.19,17612.84,23.53,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,Spokane,6/16/2019,organic,2.38,4228.12,141.95,1759.91,0,2326.26,509.01,1817.25,0,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,Spokane,6/2/2019,conventional ,1.26,123411.92,23464.32,34815.93,65.27,65066.4,15671.8,49359.49,35.11,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,Spokane,6/2/2019,organic,1.73,5809.09,143.81,1795.61,0,3869.67,705.78,3040.62,123.27,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,Spokane,6/23/2019,conventional ,1.75,80062.46,20574.7,20738.45,42.07,38707.24,22028.34,16622.88,56.02,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,Spokane,6/23/2019,organic,2.42,3844.84,80.89,1541.01,0,2222.94,650.03,1572.91,0,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,Spokane,6/30/2019,conventional ,1.8,83368.9,17238.55,19948.43,75,46106.92,21099.84,24597.83,409.25,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,Spokane,6/30/2019,organic,2.54,4813.18,250.53,1959.78,0,2602.87,557.78,2045.09,0,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,Spokane,6/9/2019,conventional ,1.31,102664.68,21982.18,30204.38,60.13,50417.99,21975.6,28408.62,33.77,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,Spokane,6/9/2019,organic,1.8,5533.36,117.76,2123.81,0,3291.79,486.67,2805.12,0,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,St. Louis,6/16/2019,conventional ,1.29,185842.59,86797.97,9746.68,533.76,88764.18,71963.85,13194.77,3605.56,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,St. Louis,6/16/2019,organic,1.57,10232.98,66.43,1973.75,0,8192.8,8108.67,84.13,0,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,St. Louis,6/2/2019,conventional ,1.22,217397.98,94548.79,8979.93,625.95,113243.31,96931.35,14772.52,1539.44,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,St. Louis,6/2/2019,organic,1.63,14360.45,1293.17,2339.83,0,10727.45,8342.26,2385.19,0,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,St. Louis,6/23/2019,conventional ,1.49,188304.2,75969.76,9555.43,589.04,102189.97,83174.53,12695.91,6319.53,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,St. Louis,6/23/2019,organic,1.6,11553.39,53.03,1910.55,0,9589.81,9573.14,16.67,0,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,St. Louis,6/30/2019,conventional ,1.53,200295.51,75251.44,9916.55,626.32,114501.2,94625.88,14161.99,5713.33,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,St. Louis,6/30/2019,organic,2.27,6602.75,36.86,1784.52,0,4781.37,4778.04,3.33,0,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,St. Louis,6/9/2019,conventional ,1.32,203507.24,83531.95,10641.76,650.29,108683.24,87256.26,15990.31,5436.67,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,St. Louis,6/9/2019,organic,1.57,10765.38,536.17,1974.21,0,8255,7376.26,878.74,0,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,Syracuse,6/16/2019,conventional ,1.32,90822.04,2767.46,57159.02,105.79,30789.77,24779.38,5617.06,393.33,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,Syracuse,6/16/2019,organic,1.56,4846.43,138.32,197,0,4511.11,2628.87,1882.24,0,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,Syracuse,6/2/2019,conventional ,1.37,82860.01,2530.77,49463.76,128,30737.48,22480.84,5023.31,3233.33,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,Syracuse,6/2/2019,organic,1.65,1873.25,85.5,225.66,0,1562.09,1555.86,6.23,0,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,Syracuse,6/23/2019,conventional ,1.25,89128.96,2227.62,55307.17,100.14,31494.03,24004.97,5474.66,2014.4,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,Syracuse,6/23/2019,organic,1.5,4130.51,133.98,114.64,0,3881.89,1545.9,2335.99,0,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,Syracuse,6/30/2019,conventional ,1.37,84298.03,1680.41,46182.47,85.38,36349.77,26943.26,7785.4,1621.11,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,Syracuse,6/30/2019,organic,1.48,5216.39,79.99,231.68,0,4904.72,1539.77,3364.95,0,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,Syracuse,6/9/2019,conventional ,1.43,98171.69,3965.39,61419.53,97,32689.77,25903.29,5996.48,790,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,Syracuse,6/9/2019,organic,1.77,3317.22,117.84,221.65,0,2977.73,1125.55,1852.18,0,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,Tampa,6/16/2019,conventional ,1.21,561699.72,209980.11,17889.75,2321.73,331508.13,134119.94,197378.19,10,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,Tampa,6/16/2019,organic,1.36,336.95,133.21,0,0,203.74,203.74,0,0,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,Tampa,6/2/2019,conventional ,1.23,542686.81,196678.99,14222.8,3187.01,328598.01,133765.26,194779.42,53.33,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,Tampa,6/2/2019,organic,1.16,1488.76,150.98,0,0,1337.78,1337.78,0,0,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,Tampa,6/23/2019,conventional ,1.35,522508.37,188703.49,15276.32,2207.8,316320.76,146879.58,169323.39,117.79,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,Tampa,6/23/2019,organic,0.95,1316.57,165.46,0,0,1151.11,1151.11,0,0,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,Tampa,6/30/2019,conventional ,1.38,514667.86,152459.35,18666.77,5939.04,337602.7,138017.69,186687.24,12897.77,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,Tampa,6/30/2019,organic,0.9,5458.23,192.68,0,0,5265.55,5265.55,0,0,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,Tampa,6/9/2019,conventional ,1.2,578289.24,224790.88,20547.23,2257.13,330694,134416.48,195884.19,393.33,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,Tampa,6/9/2019,organic,1.2,1408.7,147.37,0,0,1261.33,1261.33,0,0,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,Total U.S.,6/16/2019,conventional ,1.32,39221437.21,10842298.19,10280896.51,816707.63,17281534.88,10407244.32,6314650.15,559640.41,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,Total U.S.,6/16/2019,organic,1.76,1376954.68,122831.3,226798.49,7862.44,1019280.97,798123.87,221091.87,65.23,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,Total U.S.,6/2/2019,conventional ,1.23,43111485.93,11420785.75,11004956.59,1002653.78,19683089.81,11094953.78,7743206.2,844929.83,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,Total U.S.,6/2/2019,organic,1.59,1582369.82,135882.54,248081.41,4350.84,1193874.17,924950.32,268351.61,572.24,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,Total U.S.,6/23/2019,conventional ,1.34,38628187.43,10625892.82,9968046.33,764157.27,17270091.01,9808034.03,6785757.85,676299.13,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,Total U.S.,6/23/2019,organic,1.85,1282942.88,113819.91,230984.71,4703.63,933299.77,751192.44,181912.38,194.95,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,Total U.S.,6/30/2019,conventional ,1.37,38035401.59,9799556.99,10371743.85,857120.3,17006980.45,10061618.06,6340092.86,605269.53,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,Total U.S.,6/30/2019,organic,1.84,1483274.36,107421.5,239833.16,5669.95,1130349.75,898054.46,232230.09,65.2,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,Total U.S.,6/9/2019,conventional ,1.22,43111833.62,11656650.13,11308618.81,825153.4,19321411.28,10846855.02,7806415.69,668140.57,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,Total U.S.,6/9/2019,organic,1.63,1479448.63,117688.94,232232.17,5414.31,1123905.36,858291.35,265537.19,76.82,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,West,6/16/2019,conventional ,1.31,6675431.68,1630901.86,1383077.85,105718.3,3555733.67,1536581.89,2001001.97,18149.81,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,West,6/16/2019,organic,2.03,261181.97,24716.98,54892.96,1143.43,180428.6,73764.19,106599.18,65.23,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,West,6/2/2019,conventional ,1.12,7840239.84,1684888.6,1761628.92,120759.05,4272963.27,1464014.1,2772506.94,36442.23,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,West,6/2/2019,organic,1.74,290428.26,25262.34,58215.3,630.93,206319.69,76549.85,129197.6,572.24,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,West,6/23/2019,conventional ,1.35,6438892.16,1400938.97,1352233.48,91335.98,3594383.73,1461675.31,2103511.32,29197.1,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,West,6/23/2019,organic,2.17,213642.92,20574.74,49223.92,580.85,143263.41,66556.37,76512.09,194.95,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,West,6/30/2019,conventional ,1.4,6117261.37,1374826.52,1271023.76,98206.49,3373204.6,1631061.37,1711239.42,30903.81,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,West,6/30/2019,organic,2.32,223468.51,20499.22,58454.44,1273.53,143241.32,65560.55,77615.57,65.2,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,West,6/9/2019,conventional ,1.15,7448085.66,1684273.63,1651974.63,110723.47,4001113.93,1544268.53,2432530.15,24315.25,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,West,6/9/2019,organic,1.81,276705.14,25574.94,57610.63,950.59,192568.98,78241.23,114250.93,76.82,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,West Tex/New Mexico,6/16/2019,conventional ,1.08,847598.12,393061.78,83489.82,65191.52,305855,195168.11,110673.56,13.33,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,West Tex/New Mexico,6/16/2019,organic,1.96,15844.36,1767.75,1086.44,3208.44,9781.73,8988.68,793.05,0,actual,43165973,10904000,"(2019-06-01,6/16/2019,actual,43165973,10904000,0,18987812,13274161,0)",0,18987812,13274161,0
2019-06-01,West Tex/New Mexico,6/2/2019,conventional ,1.08,967866.85,440303.74,104899.96,69458.32,353204.83,217252.01,131810.91,4141.91,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,West Tex/New Mexico,6/2/2019,organic,1.63,15214.08,1732.07,1029.98,1696.75,10755.28,10020.7,734.58,0,actual,48758242,9115908,"(2019-06-01,6/2/2019,actual,48758242,9115908,0,29686713,9955620,0)",0,29686713,9955620,0
2019-06-01,West Tex/New Mexico,6/23/2019,conventional ,1.16,810402.32,297717.74,112109.92,73804.71,326769.95,187401.88,128618.57,10749.5,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,West Tex/New Mexico,6/23/2019,organic,2.04,13048.28,1287.32,907.6,1758.26,9095.1,8055.06,1034.11,5.93,actual,43112741,12526752,"(2019-06-01,6/23/2019,actual,43112741,12526752,0,12902910,17683079,0)",0,12902910,17683079,0
2019-06-01,West Tex/New Mexico,6/30/2019,conventional ,1.12,836446.79,392120.26,84624.01,65453.18,294249.34,205383.48,85001.41,3864.45,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,West Tex/New Mexico,6/30/2019,organic,2.26,13198.95,1109.85,746.85,3008.19,8334.06,7507.91,826.15,0,actual,38519597,13700507,"(2019-06-01,6/30/2019,actual,38519597,13700507,0,8653058,16166032,0)",0,8653058,16166032,0
2019-06-01,West Tex/New Mexico,6/9/2019,conventional ,1.15,884488.95,388867.4,96967.34,73343.85,325310.36,187255,137773.93,281.43,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-06-01,West Tex/New Mexico,6/9/2019,organic,1.71,15246.87,1565.31,1072.01,2532.86,10076.69,9516.79,559.9,0,actual,44060017,10069551,"(2019-06-01,6/9/2019,actual,44060017,10069551,0,22660021,11330445,0)",0,22660021,11330445,0
2019-07-01,Albany,7/14/2019,conventional ,1.45,113963.23,3137.38,93984.91,274.29,16566.65,9403.86,6378.34,784.45,actual,54169319,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
2019-07-01,Albany,7/14/2019,organic,1.69,2802.52,33.66,608.26,0,2160.6,2160.6,0,0,actual,54169319,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
2019-07-01,Albany,7/21/2019,conventional ,1.49,105964.07,3100.32,87403,304.87,15155.88,7809.41,6493.82,852.65,actual,51585051,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
2019-07-01,Albany,7/21/2019,organic,1.75,2333.95,29.93,503.67,0,1800.35,1800.35,0,0,actual,51585051,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
2019-07-01,Albany,7/28/2019,conventional ,1.58,97976.5,3845.49,78452.83,498.99,15179.19,8689.32,5244.48,1245.39,actual,53521551,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
2019-07-01,Albany,7/28/2019,organic,1.59,2840.16,10.86,305.17,0,2524.13,2517.46,6.67,0,actual,53521551,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
2019-07-01,Albany,7/7/2019,conventional ,1.48,120639.54,3224.78,97338.5,319.24,19757.02,9348.86,8389.46,2018.7,actual,51446909,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
2019-07-01,Albany,7/7/2019,organic,1.63,3139.55,97.09,620.28,0,2422.18,2422.18,0,0,actual,51446909,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
2019-07-01,Atlanta,7/14/2019,conventional ,1.32,639591.46,266196.26,27810.88,2386.64,343197.68,294005.4,40408.94,8783.34,actual,54169319,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
2019-07-01,Atlanta,7/14/2019,organic,2.16,22968.81,242.45,3286.51,0,19439.85,7674.89,11764.96,0,actual,54169319,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
2019-07-01,Atlanta,7/21/2019,conventional ,1.35,631173.63,247513.64,27269.66,2561.77,353828.56,302659.28,41744.93,9424.35,actual,51585051,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
2019-07-01,Atlanta,7/21/2019,organic,2.24,22493.9,147.42,3163.57,0,19182.91,7297.75,11885.16,0,actual,51585051,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
2019-07-01,Atlanta,7/28/2019,conventional ,1.36,633866.06,237960.19,24524.97,2510.9,368870,304570.62,55046.05,9253.33,actual,53521551,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
2019-07-01,Atlanta,7/28/2019,organic,2.15,16251.77,237.17,3146.35,0,12868.25,7462.35,5405.9,0,actual,53521551,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
2019-07-01,Atlanta,7/7/2019,conventional ,1.29,706438.49,319603.65,29972.16,2541.26,354321.42,299558.99,45360.77,9401.66,actual,51446909,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
2019-07-01,Atlanta,7/7/2019,organic,2.05,31415.8,258.6,5746.09,0,25411.11,13467.03,11944.08,0,actual,51446909,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
2019-07-01,Baltimore/Washington,7/14/2019,conventional ,1.52,916811.09,111993.18,454009.88,8858.75,341949.28,171781.86,164402.98,5764.44,actual,54169319,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
2019-07-01,Baltimore/Washington,7/14/2019,organic,1.63,36210.25,259.1,5201.38,60.92,30688.85,30546.01,142.84,0,actual,54169319,12772597,"(2019-07-01,7/14/2019,actual,54169319,12772597,0,23998089,17398633,0)",0,23998089,17398633,0
2019-07-01,Baltimore/Washington,7/21/2019,conventional ,1.54,889948.62,100279.81,460989.71,8795.84,319883.26,167941.58,148689.46,3252.22,actual,51585051,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
2019-07-01,Baltimore/Washington,7/21/2019,organic,1.68,36366.94,263.96,4760.99,9.35,31332.64,30899.95,432.69,0,actual,51585051,9892498,"(2019-07-01,7/21/2019,actual,51585051,9892498,0,27328014,14364539,0)",0,27328014,14364539,0
2019-07-01,Baltimore/Washington,7/28/2019,conventional ,1.52,859174.89,100572.41,428447.49,9798.98,320356.01,189716.38,124561.88,6077.75,actual,53521551,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
2019-07-01,Baltimore/Washington,7/28/2019,organic,1.8,32774.15,274.15,4455.03,34.92,28010.05,27600.47,409.58,0,actual,53521551,7545211,"(2019-07-01,7/28/2019,actual,53521551,7545211,0,31327355,14648985,0)",0,31327355,14648985,0
2019-07-01,Baltimore/Washington,7/7/2019,conventional ,1.53,955439.42,96862.01,521739.75,9211.17,327626.49,177046.62,141840.7,8739.17,actual,51446909,12657672,"(2019-07-01,7/7/2019,actual,51446909,12657672,0,21024383,17764854,0)",0,21024383,17764854,0
