,date,avg_price,conv_pred,geography
8185,5/31/2020,0.86,1.138558598,Louisville
8166,5/31/2020,1.19,1.17167181,Miami/FtLauderdale
8380,5/31/2020,0.94,1.182491469,Nashville
8384,5/31/2020,0.89,1.199515843,NewOrleans/Mobile
8362,5/31/2020,1.25,1.184518952,NewYork
8251,5/31/2020,1.34,1.161413021,NorthernNewEngland
8324,5/31/2020,1.12,1.13431365,Orlando
8206,5/31/2020,1.11,1.174246159,Philadelphia
8244,5/31/2020,0.76,1.159492855,Phoenix/Tucson
8184,5/31/2020,1.01,1.230073485,Pittsburgh
8391,5/31/2020,1.06,1.180675735,Plains
8351,5/31/2020,1.07,1.188349895,Portland
8280,5/31/2020,1.12,1.12653018,Raleigh/Greensboro
8343,5/31/2020,1.01,1.156409197,Richmond/Norfolk
8339,5/31/2020,0.98,1.179950008,Roanoke
8215,5/31/2020,1.45,1.181586723,Sacramento
8356,5/31/2020,1,1.189600248,SanDiego
8352,5/31/2020,1.4,1.114532709,SanFrancisco
8315,5/31/2020,1.3,1.159043341,Seattle
8381,5/31/2020,1.17,1.212586641,SouthCarolina
8350,5/31/2020,0.8,1.156497893,SouthCentral
8168,5/31/2020,1.19,1.158774104,Spokane
8233,5/31/2020,0.96,1.187689314,StLouis
8210,5/31/2020,1.32,1.174154158,Syracuse
8284,5/31/2020,1.13,1.203230238,Tampa
8319,5/31/2020,0.84,1.166768694,WestTex/NewMexico
8424,6/7/2020,1.22,1.223091011,Albany
8573,6/7/2020,1.01,1.248364525,Atlanta
8527,6/7/2020,1.31,1.252771235,Baltimore/Washington
8471,6/7/2020,1.24,1.244460516,Boise
8476,6/7/2020,1.43,1.241621389,Boston
8512,6/7/2020,0.91,1.245307617,Buffalo/Rochester
8534,6/7/2020,1.23,1.225341415,Charlotte
8491,6/7/2020,1.21,1.234950953,Chicago
8451,6/7/2020,0.97,1.276294107,Cincinnati/Dayton
8576,6/7/2020,0.9,1.221572208,Columbus
8569,6/7/2020,0.72,1.200648441,Dallas/FtWorth
8519,6/7/2020,1.1,1.235644264,Denver
8463,6/7/2020,0.98,1.223900242,Detroit
8477,6/7/2020,1.26,1.200730476,GrandRapids
8479,6/7/2020,1.04,1.237320318,GreatLakes
8546,6/7/2020,1.07,1.268966761,Harrisburg/Scranton
8575,6/7/2020,1.44,1.202196827,Hartford/Springfield
8444,6/7/2020,0.75,1.22734498,Houston
8418,6/7/2020,0.95,1.247012415,Indianapolis
8555,6/7/2020,1.14,1.214023724,Jacksonville
8483,6/7/2020,1.03,1.20195219,LasVegas
8582,6/7/2020,1.13,1.208393307,LosAngeles
8524,6/7/2020,1.02,1.230950642,Louisville
8482,6/7/2020,1.18,1.224846687,Miami/FtLauderdale
8580,6/7/2020,0.97,1.205057878,Nashville
8558,6/7/2020,0.9,1.242441478,NewOrleans/Mobile
8523,6/7/2020,1.48,1.241857529,NewYork
8467,6/7/2020,1.29,1.257273827,NorthernNewEngland
8538,6/7/2020,1.11,1.250369768,Orlando
8511,6/7/2020,1.2,1.2468923,Philadelphia
8403,6/7/2020,0.88,1.212406416,Phoenix/Tucson
8487,6/7/2020,1.28,1.234457221,Pittsburgh
8513,6/7/2020,1.06,1.212914939,Plains
8434,6/7/2020,1.13,1.284861526,Portland
8408,6/7/2020,1.15,1.232183371,Raleigh/Greensboro
8404,6/7/2020,1,1.241913548,Richmond/Norfolk
8423,6/7/2020,0.95,1.209811139,Roanoke
8533,6/7/2020,1.51,1.2327808,Sacramento
8549,6/7/2020,1.14,1.249450703,SanDiego
8427,6/7/2020,1.56,1.227468348,SanFrancisco
8452,6/7/2020,1.45,1.235317383,Seattle
8530,6/7/2020,1.15,1.249591169,SouthCarolina
8461,6/7/2020,0.76,1.226850777,SouthCentral
8496,6/7/2020,1.34,1.239894667,Spokane
8578,6/7/2020,0.97,1.233767319,StLouis
8588,6/7/2020,1.07,1.241602139,Syracuse
8439,6/7/2020,1.06,1.235909986,Tampa
8442,6/7/2020,0.82,1.220861063,WestTex/NewMexico
8464,6/14/2020,0.97,1.215250368,Albany
8435,6/14/2020,0.91,1.170153637,Atlanta
8462,6/14/2020,1.31,1.239807281,Baltimore/Washington
8537,6/14/2020,1.17,1.255327435,Boise
8568,6/14/2020,1.1,1.22582922,Boston
8540,6/14/2020,1.06,1.249225473,Buffalo/Rochester
8466,6/14/2020,1.22,1.222469769,Charlotte
8480,6/14/2020,1.43,1.285151377,Chicago
8525,6/14/2020,1.06,1.228629217,Cincinnati/Dayton
8536,6/14/2020,0.99,1.207589688,Columbus
8422,6/14/2020,0.78,1.304304571,Dallas/FtWorth
8448,6/14/2020,1.02,1.212551603,Denver
8459,6/14/2020,1.11,1.220600061,Detroit
8409,6/14/2020,1.49,1.202096696,GrandRapids
8410,6/14/2020,1.15,1.222653823,GreatLakes
8529,6/14/2020,1.06,1.172146816,Harrisburg/Scranton
8517,6/14/2020,1.35,1.23075489,Hartford/Springfield
8465,6/14/2020,0.82,1.207781243,Houston
8407,6/14/2020,1.02,1.237555881,Indianapolis
8545,6/14/2020,1.18,1.223887496,Jacksonville
8411,6/14/2020,0.95,1.296231775,LasVegas
8421,6/14/2020,1.17,1.222703915,LosAngeles
8438,6/14/2020,0.91,1.295249453,Louisville
8503,6/14/2020,1.2,1.244718685,Miami/FtLauderdale
8542,6/14/2020,0.87,1.251152878,Nashville
8472,6/14/2020,0.98,1.238853807,NewOrleans/Mobile
8490,6/14/2020,1.22,1.2078477,NewYork
8469,6/14/2020,0.89,1.212290497,NorthernNewEngland
8516,6/14/2020,1.1,1.215812287,Orlando
8498,6/14/2020,1.09,1.203862128,Philadelphia
8504,6/14/2020,0.79,1.216232271,Phoenix/Tucson
8402,6/14/2020,1.2,1.263002434,Pittsburgh
8589,6/14/2020,1.08,1.222526102,Plains
8416,6/14/2020,1.04,1.234162073,Portland
8458,6/14/2020,1.16,1.226995544,Raleigh/Greensboro
8481,6/14/2020,0.95,1.252820854,Richmond/Norfolk
8495,6/14/2020,0.88,1.215643654,Roanoke
8531,6/14/2020,1.16,1.22996748,Sacramento
8412,6/14/2020,1.18,1.234591236,SanDiego
8478,6/14/2020,1.39,1.205976944,SanFrancisco
8508,6/14/2020,1.35,1.232078152,Seattle
8429,6/14/2020,1.14,1.214450054,SouthCarolina
8526,6/14/2020,0.82,1.245697336,SouthCentral
8559,6/14/2020,1.22,1.188751049,Spokane
8551,6/14/2020,1,1.256365671,StLouis
8532,6/14/2020,1.05,1.22378233,Syracuse
8502,6/14/2020,1.12,1.281124945,Tampa
8454,6/14/2020,0.77,1.240309772,WestTex/NewMexico
8579,6/21/2020,1.28,1.201944742,Albany
8460,6/21/2020,0.91,1.22757472,Atlanta
8552,6/21/2020,1.33,1.213193722,Baltimore/Washington
8453,6/21/2020,1.21,1.171521482,Boise
8430,6/21/2020,1.42,1.238707886,Boston
8446,6/21/2020,1.09,1.229015579,Buffalo/Rochester
8566,6/21/2020,1.24,1.249565048,Charlotte
8521,6/21/2020,1.49,1.261862965,Chicago
8455,6/21/2020,1.07,1.249255266,Cincinnati/Dayton
8510,6/21/2020,0.99,1.241774969,Columbus
8574,6/21/2020,0.79,1.226273384,Dallas/FtWorth
8436,6/21/2020,0.99,1.233395119,Denver
8400,6/21/2020,1.1,1.205838575,Detroit
8554,6/21/2020,1.35,1.222034731,GrandRapids
8492,6/21/2020,1.15,1.23475646,GreatLakes
8417,6/21/2020,1.12,1.180104847,Harrisburg/Scranton
8567,6/21/2020,1.48,1.25171999,Hartford/Springfield
8428,6/21/2020,0.84,1.237562437,Houston
8505,6/21/2020,1.02,1.246561537,Indianapolis
8401,6/21/2020,1.22,1.220315247,Jacksonville
8571,6/21/2020,0.97,1.258355913,LasVegas
8437,6/21/2020,1.15,1.246651964,LosAngeles
8443,6/21/2020,0.92,1.240270748,Louisville
8489,6/21/2020,1.17,1.207810669,Miami/FtLauderdale
8450,6/21/2020,0.86,1.209990053,Nashville
8484,6/21/2020,0.93,1.225701237,NewOrleans/Mobile
8415,6/21/2020,1.48,1.22097436,NewYork
8488,6/21/2020,1.27,1.202353764,NorthernNewEngland
8562,6/21/2020,1.11,1.227539577,Orlando
8565,6/21/2020,1.22,1.217499723,Philadelphia
8587,6/21/2020,0.76,1.23715992,Phoenix/Tucson
8497,6/21/2020,1.24,1.250722456,Pittsburgh
8456,6/21/2020,0.89,1.238145599,Plains
8583,6/21/2020,0.94,1.253932209,Portland
8419,6/21/2020,1.17,1.218388367,Raleigh/Greensboro
8494,6/21/2020,0.99,1.249193687,Richmond/Norfolk
8457,6/21/2020,0.91,1.235128293,Roanoke
8544,6/21/2020,1.34,1.216240034,Sacramento
8501,6/21/2020,1.17,1.224043961,SanDiego
8431,6/21/2020,1.5,1.203746524,SanFrancisco
8528,6/21/2020,1.4,1.216352963,Seattle
8518,6/21/2020,1.14,1.23194293,SouthCarolina
8539,6/21/2020,0.85,1.220917029,SouthCentral
8547,6/21/2020,1.29,1.240286064,Spokane
8514,6/21/2020,0.94,1.241136942,StLouis
8426,6/21/2020,1.17,1.176800785,Syracuse
8406,6/21/2020,1.12,1.228253136,Tampa
8485,6/21/2020,0.87,1.1916292,WestTex/NewMexico
8535,6/28/2020,1.09,1.248447714,Albany
8560,6/28/2020,0.95,1.257731419,Atlanta
8420,6/28/2020,1.35,1.209370384,Baltimore/Washington
8585,6/28/2020,1.17,1.179927087,Boise
8449,6/28/2020,1.42,1.256081905,Boston
8445,6/28/2020,1.08,1.206491656,Buffalo/Rochester
8550,6/28/2020,1.2,1.261432228,Charlotte
8440,6/28/2020,0.84,1.231759558,Chicago
8475,6/28/2020,0.84,1.256540337,Cincinnati/Dayton
8572,6/28/2020,0.81,1.23108408,Columbus
8563,6/28/2020,0.74,1.225656705,Dallas/FtWorth
8474,6/28/2020,1.08,1.23269866,Denver
8414,6/28/2020,0.87,1.201607161,Detroit
8564,6/28/2020,1.29,1.201811514,GrandRapids
8506,6/28/2020,0.9,1.222261534,GreatLakes
8493,6/28/2020,1.1,1.29011775,Harrisburg/Scranton
8405,6/28/2020,1.47,1.212966919,Hartford/Springfield
8543,6/28/2020,0.8,1.288047571,Houston
8500,6/28/2020,0.85,1.292689896,Indianapolis
8520,6/28/2020,1.1,1.245870638,Jacksonville
8507,6/28/2020,0.88,1.308150358,LasVegas
8499,6/28/2020,1.17,1.254633703,LosAngeles
8577,6/28/2020,1,1.242657948,Louisville
8581,6/28/2020,1.05,1.275895052,Miami/FtLauderdale
8433,6/28/2020,0.91,1.195557337,Nashville
8432,6/28/2020,0.9,1.246846247,NewOrleans/Mobile
8586,6/28/2020,1.47,1.246538248,NewYork
8447,6/28/2020,1.25,1.221383905,NorthernNewEngland
8561,6/28/2020,1,1.235333118,Orlando
8556,6/28/2020,1.22,1.254946213,Philadelphia
8548,6/28/2020,0.85,1.252339029,Phoenix/Tucson
8413,6/28/2020,0.96,1.283324471,Pittsburgh
8557,6/28/2020,1,1.253800344,Plains
8584,6/28/2020,1.16,1.170463943,Portland
8515,6/28/2020,1.15,1.207049589,Raleigh/Greensboro
8441,6/28/2020,1.03,1.253403702,Richmond/Norfolk
8486,6/28/2020,0.9,1.246409531,Roanoke
8553,6/28/2020,1.18,1.217970533,Sacramento
8591,6/28/2020,1.19,1.231181746,SanDiego
8473,6/28/2020,1.05,1.202573853,SanFrancisco
8425,6/28/2020,1.37,1.202629557,Seattle
8522,6/28/2020,1.1,1.254517889,SouthCarolina
8470,6/28/2020,0.82,1.20408164,SouthCentral
8570,6/28/2020,1.3,1.197563105,Spokane
8468,6/28/2020,0.96,1.205027876,StLouis
8590,6/28/2020,1.08,1.24832655,Syracuse
8509,6/28/2020,1,1.179428163,Tampa
8541,6/28/2020,0.86,1.230348806,WestTex/NewMexico
8762,7/5/2020,1.41,1.222334862,Albany
8741,7/5/2020,0.94,1.300710344,Atlanta
8671,7/5/2020,1.29,1.269197025,Baltimore/Washington
8713,7/5/2020,1.2,1.310963049,Boise
8746,7/5/2020,1.45,1.300091515,Boston
8658,7/5/2020,1.05,1.280673647,Buffalo/Rochester
8661,7/5/2020,1.22,1.285564175,Charlotte
8606,7/5/2020,1.26,1.22452033,Chicago
8753,7/5/2020,0.9,1.280043173,Cincinnati/Dayton
8755,7/5/2020,0.86,1.336904173,Columbus
8670,7/5/2020,0.75,1.29325491,Dallas/FtWorth
8628,7/5/2020,1.07,1.285281668,Denver
8649,7/5/2020,0.93,1.233531599,Detroit
8751,7/5/2020,1.4,1.270991096,GrandRapids
8686,7/5/2020,1.04,1.276295471,GreatLakes
8705,7/5/2020,1.09,1.295450869,Harrisburg/Scranton
8596,7/5/2020,1.41,1.304247189,Hartford/Springfield
8678,7/5/2020,0.77,1.347131281,Houston
8642,7/5/2020,0.91,1.307428198,Indianapolis
8754,7/5/2020,1.08,1.296076937,Jacksonville
8745,7/5/2020,1.01,1.250167303,LasVegas
8612,7/5/2020,1.08,1.273776617,LosAngeles
8621,7/5/2020,1,1.267836733,Louisville
8715,7/5/2020,1.03,1.299183254,Miami/FtLauderdale
8765,7/5/2020,0.89,1.293267393,Nashville
8747,7/5/2020,0.9,1.26456624,NewOrleans/Mobile
8668,7/5/2020,1.2,1.283281775,NewYork
8748,7/5/2020,1.3,1.250202971,NorthernNewEngland
8657,7/5/2020,0.98,1.292212267,Orlando
8629,7/5/2020,1.05,1.303153353,Philadelphia
8759,7/5/2020,0.93,1.294289999,Phoenix/Tucson
8651,7/5/2020,1.19,1.279810705,Pittsburgh
8731,7/5/2020,1,1.269648323,Plains
8655,7/5/2020,1.14,1.310559273,Portland
8627,7/5/2020,1.15,1.283970261,Raleigh/Greensboro
8685,7/5/2020,1.03,1.340442696,Richmond/Norfolk
8602,7/5/2020,0.95,1.252875719,Roanoke
8707,7/5/2020,1.54,1.305237379,Sacramento
8677,7/5/2020,1.15,1.289507103,SanDiego
8691,7/5/2020,1.66,1.316821842,SanFrancisco
8648,7/5/2020,1.36,1.298335209,Seattle
8676,7/5/2020,1.08,1.282075062,SouthCarolina
8679,7/5/2020,0.81,1.271624193,SouthCentral
8768,7/5/2020,1.23,1.279405985,Spokane
8737,7/5/2020,0.99,1.328832531,StLouis
8756,7/5/2020,1.21,1.304835491,Syracuse
8764,7/5/2020,0.98,1.271642551,Tampa
8779,7/5/2020,0.87,1.259168081,WestTex/NewMexico
8632,7/12/2020,1.48,1.300108929,Albany
8634,7/12/2020,0.87,1.331859856,Atlanta
8719,7/12/2020,1.28,1.286032991,Baltimore/Washington
8714,7/12/2020,1.03,1.305700846,Boise
8598,7/12/2020,1.42,1.301680813,Boston
8650,7/12/2020,0.99,1.280617523,Buffalo/Rochester
8708,7/12/2020,1.19,1.288245735,Charlotte
8740,7/12/2020,1.2,1.312455416,Chicago
8637,7/12/2020,1.04,1.29873888,Cincinnati/Dayton
8712,7/12/2020,0.94,1.310106087,Columbus
8735,7/12/2020,0.73,1.280211229,Dallas/FtWorth
8706,7/12/2020,0.96,1.310033913,Denver
8682,7/12/2020,1.07,1.296777382,Detroit
8608,7/12/2020,1.4,1.281729088,GrandRapids
8633,7/12/2020,1.07,1.274409609,GreatLakes
8654,7/12/2020,1.05,1.251418705,Harrisburg/Scranton
8660,7/12/2020,1.4,1.29691082,Hartford/Springfield
8617,7/12/2020,0.81,1.278625498,Houston
8688,7/12/2020,0.95,1.29207715,Indianapolis
8720,7/12/2020,1.2,1.276397333,Jacksonville
8636,7/12/2020,1,1.314324913,LasVegas
8770,7/12/2020,1.08,1.26057086,LosAngeles
8700,7/12/2020,0.87,1.270858707,Louisville
8780,7/12/2020,1.17,1.320474291,Miami/FtLauderdale
8613,7/12/2020,0.85,1.399932699,Nashville
8773,7/12/2020,0.88,1.277647266,NewOrleans/Mobile
8704,7/12/2020,1.19,1.343939152,NewYork
8782,7/12/2020,1.28,1.286135588,NorthernNewEngland
8639,7/12/2020,1.06,1.276391144,Orlando
8739,7/12/2020,1.04,1.249950047,Philadelphia
8711,7/12/2020,0.81,1.261695328,Phoenix/Tucson
8733,7/12/2020,0.91,1.304708557,Pittsburgh
8694,7/12/2020,1.03,1.25853981,Plains
8695,7/12/2020,1.18,1.313938026,Portland
8646,7/12/2020,1.1,1.293633614,Raleigh/Greensboro
8742,7/12/2020,0.97,1.288244896,Richmond/Norfolk
8681,7/12/2020,0.88,1.2924611,Roanoke
8716,7/12/2020,1.13,1.270812654,Sacramento
8672,7/12/2020,1.01,1.271243496,SanDiego
8692,7/12/2020,1.58,1.28646121,SanFrancisco
8615,7/12/2020,1.31,1.269138803,Seattle
8604,7/12/2020,1.08,1.34518919,SouthCarolina
8641,7/12/2020,0.8,1.2585952,SouthCentral
8783,7/12/2020,1.15,1.269330254,Spokane
8652,7/12/2020,0.9,1.260078754,StLouis
8709,7/12/2020,1.2,1.31738822,Syracuse
8728,7/12/2020,1.03,1.268936338,Tampa
8722,7/12/2020,0.85,1.261980667,WestTex/NewMexico
8778,7/19/2020,1.17,1.244328651,Albany
8767,7/19/2020,0.87,1.300213833,Atlanta
8663,7/19/2020,1.25,1.222823296,Baltimore/Washington
8647,7/19/2020,1.18,1.279470186,Boise
8725,7/19/2020,1.4,1.281959982,Boston
8594,7/19/2020,1.04,1.28995389,Buffalo/Rochester
8624,7/19/2020,1.07,1.292032986,Charlotte
8771,7/19/2020,1.21,1.342251139,Chicago
8758,7/19/2020,1.01,1.271213598,Cincinnati/Dayton
8597,7/19/2020,0.89,1.284875059,Columbus
8710,7/19/2020,0.73,1.296221914,Dallas/FtWorth
8610,7/19/2020,1.01,1.282031841,Denver
8667,7/19/2020,0.93,1.316863384,Detroit
8763,7/19/2020,0.95,1.272571163,GrandRapids
8703,7/19/2020,0.99,1.261391001,GreatLakes
8599,7/19/2020,1.01,1.266102142,Harrisburg/Scranton
8752,7/19/2020,1.34,1.280299664,Hartford/Springfield
8730,7/19/2020,0.84,1.243488264,Houston
8620,7/19/2020,0.91,1.215723696,Indianapolis
8736,7/19/2020,1.18,1.269253778,Jacksonville
8593,7/19/2020,0.93,1.26679944,LasVegas
8665,7/19/2020,1.2,1.294188557,LosAngeles
8673,7/19/2020,0.88,1.336382589,Louisville
8750,7/19/2020,1.14,1.266048117,Miami/FtLauderdale
8684,7/19/2020,0.85,1.270802689,Nashville
8618,7/19/2020,0.85,1.27383893,NewOrleans/Mobile
8781,7/19/2020,1.13,1.272023563,NewYork
8701,7/19/2020,1.22,1.287861261,NorthernNewEngland
8734,7/19/2020,1.05,1.258001547,Orlando
8689,7/19/2020,1.01,1.279391298,Philadelphia
8743,7/19/2020,0.79,1.276904545,Phoenix/Tucson
8738,7/19/2020,0.9,1.268543472,Pittsburgh
8635,7/19/2020,1.03,1.288163595,Plains
8662,7/19/2020,1.02,1.317720766,Portland
8600,7/19/2020,1.02,1.301031771,Raleigh/Greensboro
8592,7/19/2020,0.95,1.279337797,Richmond/Norfolk
8664,7/19/2020,0.89,1.267294903,Roanoke
8611,7/19/2020,1.2,1.298420601,Sacramento
8666,7/19/2020,1.19,1.295246096,SanDiego
8772,7/19/2020,1.13,1.274458809,SanFrancisco
8605,7/19/2020,1.31,1.293271799,Seattle
8607,7/19/2020,0.96,1.334595442,SouthCarolina
8726,7/19/2020,0.78,1.258826199,SouthCentral
8723,7/19/2020,1.2,1.321018114,Spokane
8643,7/19/2020,0.94,1.275391617,StLouis
8674,7/19/2020,1.09,1.282005091,Syracuse
8680,7/19/2020,1.01,1.301691933,Tampa
8644,7/19/2020,0.75,1.261652317,WestTex/NewMexico
8702,7/26/2020,1.45,1.258812876,Albany
8683,7/26/2020,0.86,1.284689169,Atlanta
8749,7/26/2020,1.2,1.266827345,Baltimore/Washington
8776,7/26/2020,1.02,1.262270937,Boise
8601,7/26/2020,1.4,1.273004417,Boston
8614,7/26/2020,1.06,1.348524513,Buffalo/Rochester
8766,7/26/2020,1.05,1.347676153,Charlotte
8656,7/26/2020,1.29,1.228854237,Chicago
8675,7/26/2020,0.85,1.286584263,Cincinnati/Dayton
8669,7/26/2020,0.79,1.294555511,Columbus
8630,7/26/2020,0.75,1.315720768,Dallas/FtWorth
8645,7/26/2020,1.08,1.322002115,Denver
8727,7/26/2020,0.8,1.307435226,Detroit
8693,7/26/2020,0.91,1.27601737,GrandRapids
8603,7/26/2020,0.92,1.298961592,GreatLakes
8623,7/26/2020,1.04,1.260486937,Harrisburg/Scranton
8717,7/26/2020,1.4,1.274559727,Hartford/Springfield
8640,7/26/2020,0.8,1.283899136,Houston
8775,7/26/2020,0.83,1.277906904,Indianapolis
8698,7/26/2020,1.01,1.264254885,Jacksonville
8724,7/26/2020,0.94,1.300497704,LasVegas
8616,7/26/2020,1.13,1.235819769,LosAngeles
8638,7/26/2020,0.86,1.30010232,Louisville
8769,7/26/2020,0.99,1.306226311,Miami/FtLauderdale
8696,7/26/2020,0.81,1.231162443,Nashville
8729,7/26/2020,0.85,1.295352783,NewOrleans/Mobile
8774,7/26/2020,1.13,1.25646533,NewYork
8653,7/26/2020,1.21,1.269085617,NorthernNewEngland
8699,7/26/2020,0.91,1.320337391,Orlando
8631,7/26/2020,1.01,1.257273722,Philadelphia
8760,7/26/2020,0.72,1.310380726,Phoenix/Tucson
8777,7/26/2020,0.9,1.285378284,Pittsburgh
8732,7/26/2020,0.85,1.315171909,Plains
8619,7/26/2020,1.03,1.24649765,Portland
8697,7/26/2020,1.02,1.334480467,Raleigh/Greensboro
8622,7/26/2020,0.93,1.291333065,Richmond/Norfolk
8718,7/26/2020,0.85,1.274531507,Roanoke
8625,7/26/2020,1.4,1.307997093,Sacramento
8595,7/26/2020,1.09,1.277373466,SanDiego
8721,7/26/2020,1.38,1.334893789,SanFrancisco
8761,7/26/2020,1.31,1.294147434,Seattle
8757,7/26/2020,0.94,1.295835867,SouthCarolina
8659,7/26/2020,0.8,1.279597855,SouthCentral
8687,7/26/2020,1.21,1.364190588,Spokane
8744,7/26/2020,0.89,1.303869114,StLouis
8626,7/26/2020,1.24,1.271090021,Syracuse
8609,7/26/2020,0.88,1.281192398,Tampa
8690,7/26/2020,0.84,1.306635437,WestTex/NewMexico
8795,8/2/2020,1.04,1.270029335,Albany
8942,8/2/2020,0.85,1.27627533,Atlanta
8811,8/2/2020,1.13,1.320177937,Baltimore/Washington
8793,8/2/2020,1.13,1.312632284,Boise
8803,8/2/2020,1.36,1.279769058,Boston
8928,8/2/2020,1.04,1.308052168,Buffalo/Rochester
8964,8/2/2020,0.89,1.336463051,Charlotte
8945,8/2/2020,1.07,1.345061836,Chicago
8914,8/2/2020,0.86,1.296229048,Cincinnati/Dayton
8901,8/2/2020,0.84,1.357829933,Columbus
8844,8/2/2020,0.72,1.335253086,Dallas/FtWorth
8935,8/2/2020,1.03,1.232947702,Denver
9018,8/2/2020,0.91,1.354495239,Detroit
8954,8/2/2020,1.16,1.307652168,GrandRapids
8890,8/2/2020,0.96,1.284766903,GreatLakes
8869,8/2/2020,1.02,1.284205456,Harrisburg/Scranton
8836,8/2/2020,1.26,1.26673996,Hartford/Springfield
8848,8/2/2020,0.81,1.292835503,Houston
8826,8/2/2020,0.85,1.294756823,Indianapolis
8944,8/2/2020,0.98,1.30062789,Jacksonville
8863,8/2/2020,0.94,1.33687994,LasVegas
8998,8/2/2020,1.2,1.296440535,LosAngeles
9004,8/2/2020,0.88,1.235990133,Louisville
8868,8/2/2020,0.99,1.305124083,Miami/FtLauderdale
9017,8/2/2020,0.8,1.29388402,Nashville
9021,8/2/2020,0.85,1.320980978,NewOrleans/Mobile
8883,8/2/2020,1.19,1.30977354,NewYork
8798,8/2/2020,1.1,1.292025328,NorthernNewEngland
9010,8/2/2020,0.91,1.335224447,Orlando
8981,8/2/2020,1.04,1.278786526,Philadelphia
8859,8/2/2020,0.79,1.30341341,Phoenix/Tucson
8820,8/2/2020,1.14,1.280615215,Pittsburgh
8862,8/2/2020,0.99,1.303053169,Plains
8814,8/2/2020,1,1.271689339,Portland
8951,8/2/2020,0.89,1.265067682,Raleigh/Greensboro
8873,8/2/2020,0.91,1.269813232,Richmond/Norfolk
8917,8/2/2020,0.88,1.283327198,Roanoke
8916,8/2/2020,1.35,1.257885313,Sacramento
8853,8/2/2020,1.22,1.336548548,SanDiego
8993,8/2/2020,1.53,1.292447462,SanFrancisco
8991,8/2/2020,1.36,1.301105938,Seattle
8789,8/2/2020,0.89,1.268231487,SouthCarolina
8949,8/2/2020,0.79,1.30349576,SouthCentral
9015,8/2/2020,1.18,1.329278688,Spokane
8950,8/2/2020,0.89,1.308772964,StLouis
8911,8/2/2020,1.05,1.317236004,Syracuse
8974,8/2/2020,0.89,1.27994257,Tampa
8839,8/2/2020,0.82,1.302715273,WestTex/NewMexico
8939,8/9/2020,1.04,1.269557686,Albany
8965,8/9/2020,0.86,1.31728447,Atlanta
8829,8/9/2020,1.11,1.297956924,Baltimore/Washington
8909,8/9/2020,1.14,1.291366215,Boise
8872,8/9/2020,1.34,1.307137089,Boston
8932,8/9/2020,0.96,1.248092194,Buffalo/Rochester
8874,8/9/2020,1.12,1.277625027,Charlotte
8927,8/9/2020,1.27,1.357598829,Chicago
8858,8/9/2020,0.92,1.302913752,Cincinnati/Dayton
8946,8/9/2020,0.88,1.324247484,Columbus
8975,8/9/2020,0.77,1.297065763,Dallas/FtWorth
8861,8/9/2020,1.05,1.319404898,Denver
8870,8/9/2020,1.01,1.310185394,Detroit
8827,8/9/2020,1.31,1.278336277,GrandRapids
9014,8/9/2020,1.03,1.314775791,GreatLakes
8791,8/9/2020,1.01,1.306121302,Harrisburg/Scranton
8821,8/9/2020,1.33,1.2669205,Hartford/Springfield
8941,8/9/2020,0.84,1.278209133,Houston
8930,8/9/2020,0.86,1.318361101,Indianapolis
8852,8/9/2020,0.98,1.312869997,Jacksonville
8854,8/9/2020,0.94,1.324858027,LasVegas
8807,8/9/2020,1.15,1.312656097,LosAngeles
8966,8/9/2020,0.94,1.285025597,Louisville
8878,8/9/2020,1.03,1.292092571,Miami/FtLauderdale
8978,8/9/2020,0.81,1.306116581,Nashville
8987,8/9/2020,0.8,1.368499527,NewOrleans/Mobile
8913,8/9/2020,1.13,1.298609114,NewYork
8903,8/9/2020,0.98,1.310330057,NorthernNewEngland
8920,8/9/2020,0.94,1.288305111,Orlando
8893,8/9/2020,1.02,1.295807648,Philadelphia
8956,8/9/2020,0.81,1.320576992,Phoenix/Tucson
8915,8/9/2020,0.91,1.302085114,Pittsburgh
8841,8/9/2020,1.01,1.305451488,Plains
8934,8/9/2020,1.1,1.270606728,Portland
9023,8/9/2020,1.09,1.281029167,Raleigh/Greensboro
8812,8/9/2020,0.97,1.278071499,Richmond/Norfolk
8972,8/9/2020,0.89,1.270625086,Roanoke
9012,8/9/2020,1.35,1.295099545,Sacramento
8888,8/9/2020,1.05,1.344144239,SanDiego
8957,8/9/2020,1.5,1.306611624,SanFrancisco
8982,8/9/2020,1.36,1.319558687,Seattle
8879,8/9/2020,0.94,1.279968796,SouthCarolina
8996,8/9/2020,0.8,1.267213392,SouthCentral
9001,8/9/2020,1.15,1.28533349,Spokane
8895,8/9/2020,0.97,1.259907551,StLouis
8958,8/9/2020,0.98,1.268564243,Syracuse
8828,8/9/2020,0.93,1.281033468,Tampa
8885,8/9/2020,0.77,1.302916374,WestTex/NewMexico
8985,8/16/2020,0.92,1.260920086,Albany
8784,8/16/2020,0.82,1.30963685,Atlanta
8834,8/16/2020,1.22,1.304416084,Baltimore/Washington
8823,8/16/2020,1.14,1.253891506,Boise
8906,8/16/2020,1.32,1.313962154,Boston
8908,8/16/2020,1.03,1.259679804,Buffalo/Rochester
8824,8/16/2020,1.18,1.304606066,Charlotte
8994,8/16/2020,1.25,1.271765604,Chicago
8977,8/16/2020,0.74,1.25719861,Cincinnati/Dayton
